20000,1.6441,1.0222
40000,0.8455,0.5189
60000,2.1506,0.3778
80000,0.8997,0.3931
100000,2.0225,0.3738
120000,0.9777,0.4495
140000,0.9724,0.6969
160000,1.044,0.5626
180000,1.0417,0.8022
200000,1.8935,0.5934
220000,1.1545,0.738
240000,4.7269,1.2054
260000,7.5878,0.8971
280000,1.3741,0.6647
300000,1.3978,0.641
320000,1.6034,0.6812
340000,2.0537,1.1398
360000,1.6731,0.8734
380000,11.2087,0.6585
400000,1.6081,0.8328
