100,1.2512,0.2359
100100,0.7335,0.4443
200100,1.0805,0.4907
300100,1.2745,0.5247
400100,1.2391,0.5295
500100,1.783,0.5012
600100,1.8895,0.5261
700100,2.3782,0.4486
800100,2.4364,0.5322
900100,3.0219,0.5301
1000100,3.3052,0.5062
1100100,3.0692,0.7192
1200100,3.5465,0.4926
1300100,3.6971,0.4238
1400100,3.9474,0.623
1500100,4.0522,0.6402
1600100,4.5584,0.4966
1700100,4.6845,0.4235
1800100,4.9328,0.4556
1900100,5.2242,0.4577
